"COMMON_NAME","SCIENTIFIC_NAME","SITECLCD","site","SPCD","BA_GROW","BA_GROW_AC","BA_GROW_VAR","BA_GROW_AC_VAR","nPlots_TREE","N"
"Pacific madrone","Arbutus menziesii",4,"85-119 cubic feet/acre/year",361,6.83493392672055,19.0014587677391,0.256433765270428,9.86192861676988,138,17615
"Pacific madrone","Arbutus menziesii",5,"50-84 cubic feet/acre/year",361,6.30893072711672,10.3184478667964,0.372173951256241,3.25907562252862,113,17615
"Pacific madrone","Arbutus menziesii",6,"20-49 cubic feet/acre/year",361,6.58619501490918,9.1315164460662,0.523079179571587,3.56834280900048,46,17615
"Pacific madrone","Arbutus menziesii",7,"0-19 cubic feet/acre/year",361,6.23223099534046,11.2545901816531,0.20289376946728,40.5763374524703,13,12761
"Pacific silver fir","Abies amabilis",1,"225+ cubic feet/acre/year",11,20.7492892401506,23.5793422037393,8.08658654019268,41.0164257966854,20,7186
"Pacific silver fir","Abies amabilis",2,"165-224 cubic feet/acre/year",11,16.2288502846088,93.4381184680292,0.663784548224521,129.432920710896,203,20188
"Pacific silver fir","Abies amabilis",3,"120-164 cubic feet/acre/year",11,14.0070976815184,103.335435782299,1.01927839195363,144.407733540566,338,20477
"Pacific silver fir","Abies amabilis",4,"85-119 cubic feet/acre/year",11,10.9633401725655,90.0854174389006,0.282482925818621,79.5174464554979,296,20477
"Pacific silver fir","Abies amabilis",5,"50-84 cubic feet/acre/year",11,8.58529023229642,68.7909558771122,0.174779509907716,48.7335444832734,260,20477
"Pacific silver fir","Abies amabilis",6,"20-49 cubic feet/acre/year",11,6.26185346516304,35.7574625120633,0.138347791669715,21.9742460004604,147,20477
"Pacific silver fir","Abies amabilis",7,"0-19 cubic feet/acre/year",11,8.39714320525534,34.2701589615599,1.4667547033712,65.3071393877009,55,20477
"Pacific yew","Taxus brevifolia",1,"225+ cubic feet/acre/year",231,1.29157029529411,0.0810676601405273,-8.13647145133796e-16,0.00436638310519518,1,7186
"Pacific yew","Taxus brevifolia",2,"165-224 cubic feet/acre/year",231,0.982734377136642,0.0748056235631912,2.33729026265964,0.0147098638400553,24,20236
"Pacific yew","Taxus brevifolia",3,"120-164 cubic feet/acre/year",231,2.67115486204746,0.781238121229429,0.334125107395749,0.0405445212338247,98,20477
"Pacific yew","Taxus brevifolia",4,"85-119 cubic feet/acre/year",231,4.6181141640849,1.36678155370432,1.80379497044469,0.217062649920117,75,20236
"Pacific yew","Taxus brevifolia",5,"50-84 cubic feet/acre/year",231,2.60983910558408,0.242340302181102,0.244068842375102,0.00567086534428733,42,19947
"Pacific yew","Taxus brevifolia",6,"20-49 cubic feet/acre/year",231,1.21131302974826,0.0476022441039464,0.10679657659685,0.000434076495294984,11,20188
"Pacific yew","Taxus brevifolia",7,"0-19 cubic feet/acre/year",231,3.08486597452943,0.0104204562157902,-2.30918063113119e-15,0.000111681628704536,1,8776
"paper birch","Betula papyrifera",2,"165-224 cubic feet/acre/year",375,15.94201771232,1.79982204656987,2.13342877098153,1.47787624199436,5,4565
"paper birch","Betula papyrifera",3,"120-164 cubic feet/acre/year",375,4.70681660004854,0.857528092763147,0.490332742814815,0.175951641010446,13,7186
"paper birch","Betula papyrifera",4,"85-119 cubic feet/acre/year",375,3.04267683124386,1.64186167142676,0.125821247562995,0.35266579926732,34,13341
"paper birch","Betula papyrifera",5,"50-84 cubic feet/acre/year",375,2.3891806309712,0.312175302256654,1.01137644989246,0.0214028326038497,23,7186
"paper birch","Betula papyrifera",6,"20-49 cubic feet/acre/year",375,5.87602413671897,0.638781258975595,1.70344084645481,0.155450215492294,5,7186
"paper birch","Betula papyrifera",7,"0-19 cubic feet/acre/year",375,5.08719733848,0.0934409597877812,0,0.00947094436283734,1,2621
"ponderosa pine","Pinus ponderosa",1,"225+ cubic feet/acre/year",122,21.9886289281203,0.685847032267495,0,0.504567849968302,1,2621
"ponderosa pine","Pinus ponderosa",2,"165-224 cubic feet/acre/year",122,27.8368506287127,3.28150390016358,6.37498331046019,2.58221776067176,13,19947
"ponderosa pine","Pinus ponderosa",3,"120-164 cubic feet/acre/year",122,23.6998719020277,36.4432518962365,1.26141413249546,28.2260128746151,156,20236
"ponderosa pine","Pinus ponderosa",4,"85-119 cubic feet/acre/year",122,22.4168368038075,189.318600194817,0.570039134654703,189.506582416839,604,20477
"ponderosa pine","Pinus ponderosa",5,"50-84 cubic feet/acre/year",122,15.9521153169285,318.512489172955,0.0914037708895486,117.10519492791,1708,20477
"ponderosa pine","Pinus ponderosa",6,"20-49 cubic feet/acre/year",122,12.6722816500746,280.920913432578,0.0586813091411719,121.101810975461,1364,20477
"ponderosa pine","Pinus ponderosa",7,"0-19 cubic feet/acre/year",122,17.2618143844473,24.0131924366968,2.76608270615547,13.7823994965854,99,20236
"Port-Orford-cedar","Chamaecyparis lawsoniana",2,"165-224 cubic feet/acre/year",41,22.8881582345505,2.40631269911995,14.2422361689302,1.42459693223735,7,12761
"Port-Orford-cedar","Chamaecyparis lawsoniana",3,"120-164 cubic feet/acre/year",41,16.0250068649009,2.6712087577449,19.4214342942095,1.12222905063959,22,13050
"Port-Orford-cedar","Chamaecyparis lawsoniana",4,"85-119 cubic feet/acre/year",41,12.0677139912294,1.13434057109895,5.99980053743627,0.222507890960582,11,12761
