"COMMON_NAME","SCIENTIFIC_NAME","SITECLCD","site","SPCD","BA_GROW","BA_GROW_AC","BA_GROW_VAR","BA_GROW_AC_VAR","nPlots_TREE","N"
"noble fir","Abies procera",7,"0-19 cubic feet/acre/year",22,7.95469836181587,0.219615939432454,48.3766501200816,0.0356832348696873,6,15382
"northern California black walnut","Juglans hindsii",3,"120-164 cubic feet/acre/year",603,-15.1502566967011,-1.77178471537751,-7.33915055258862e-14,3.37009796756368,1,4565
"Norway maple","Acer platanoides",2,"165-224 cubic feet/acre/year",320,21.6467591188454,0.188449906260978,-1.08856878218092e-13,0.0259824322774593,1,6606
"Oregon ash","Fraxinus latifolia",2,"165-224 cubic feet/acre/year",542,11.9365556603335,0.808888631420182,24.0316952681458,0.177613419561824,6,11171
"Oregon ash","Fraxinus latifolia",3,"120-164 cubic feet/acre/year",542,10.7193470492466,9.79768724377622,3.07333004710362,7.41836258243817,36,17326
"Oregon ash","Fraxinus latifolia",4,"85-119 cubic feet/acre/year",542,11.5836335509243,3.09975989310067,33.3165522332784,7.41546876796544,8,17326
"Oregon ash","Fraxinus latifolia",5,"50-84 cubic feet/acre/year",542,13.7984077402987,2.02865528675687,1.71050238275977,2.21983565340888,9,12761
"Oregon ash","Fraxinus latifolia",6,"20-49 cubic feet/acre/year",542,23.65467943488,0.57088955705985,0,0.215033909207468,1,6606
"Oregon ash","Fraxinus latifolia",7,"0-19 cubic feet/acre/year",542,13.1870299970093,5.90571655446601,1.36085625927478,11.2651734409528,7,12761
"Oregon crab apple","Malus fusca",2,"165-224 cubic feet/acre/year",661,1.9985043765129,0.045153368161798,65.7071645017791,0.0349858226102228,7,11171
"Oregon crab apple","Malus fusca",3,"120-164 cubic feet/acre/year",661,12.4275628188721,0.524121537677457,5.45340399350523,0.0576158422341391,14,13792
"Oregon crab apple","Malus fusca",4,"85-119 cubic feet/acre/year",661,5.50632938399518,0.179870407620571,5.87793840756313,0.0114540453169483,10,7186
"Oregon crab apple","Malus fusca",5,"50-84 cubic feet/acre/year",661,17.1005309981537,0.13645493980036,3.30684534819852,0.00969870113194036,5,4565
"Oregon crab apple","Malus fusca",6,"20-49 cubic feet/acre/year",661,7.47983777254001,0.120618702686983,8.63738251800691,0.00753547003684658,3,11171
"Oregon crab apple","Malus fusca",7,"0-19 cubic feet/acre/year",661,19.47727745928,0.233441580432401,1.87827336743597e-13,0.0583989304674295,3,4565
"Oregon white oak","Quercus garryana",2,"165-224 cubic feet/acre/year",815,2.14737007201639,0.401293901466901,15.5971205606864,0.512698680094727,9,6606
"Oregon white oak","Quercus garryana",3,"120-164 cubic feet/acre/year",815,4.59297629481414,3.19900040183822,2.04244814655266,1.28992118297025,37,17326
"Oregon white oak","Quercus garryana",4,"85-119 cubic feet/acre/year",815,2.77880126055391,1.70867822378626,3.12397625177934,1.73568584487654,28,19947
"Oregon white oak","Quercus garryana",5,"50-84 cubic feet/acre/year",815,3.95495714896069,3.6174947542744,0.892547657920307,1.30326741612829,46,20236
"Oregon white oak","Quercus garryana",6,"20-49 cubic feet/acre/year",815,4.74600882511496,5.33409405885843,0.74793568697466,2.13496614956589,32,17326
"Oregon white oak","Quercus garryana",7,"0-19 cubic feet/acre/year",815,3.46422895113589,45.8506592624766,0.407061752161536,121.720516492514,75,17326
"Pacific dogwood","Cornus nuttallii",1,"225+ cubic feet/acre/year",492,1.13752569969,0.114043430566038,-4.25222180539421e-16,0.00944441120920337,1,6606
"Pacific dogwood","Cornus nuttallii",2,"165-224 cubic feet/acre/year",492,-5.32386283287011,-0.38123124972115,26.9476536394517,0.158266185781048,26,19947
"Pacific dogwood","Cornus nuttallii",3,"120-164 cubic feet/acre/year",492,1.59190699712226,0.317959310427635,3.1397982682785,0.145926462254371,76,20236
"Pacific dogwood","Cornus nuttallii",4,"85-119 cubic feet/acre/year",492,-0.753592466494278,-0.0618301876533418,6.09142854853231,0.0402525055660285,40,19947
"Pacific dogwood","Cornus nuttallii",5,"50-84 cubic feet/acre/year",492,3.53186747344052,0.0938847487554704,14.627890427902,0.0212057933601805,16,20236
"Pacific dogwood","Cornus nuttallii",6,"20-49 cubic feet/acre/year",492,10.7400399843364,0.0820962282670246,5.18293569946311,0.0052081639350227,5,12761
"Pacific madrone","Arbutus menziesii",2,"165-224 cubic feet/acre/year",361,-3.15622849570598,-1.18107244359091,41.1745865399033,5.58647626659002,26,17326
"Pacific madrone","Arbutus menziesii",3,"120-164 cubic feet/acre/year",361,-1.48561280753742,-3.11936779596635,2.81688429033142,12.2849570844972,144,17615
"Pacific madrone","Arbutus menziesii",4,"85-119 cubic feet/acre/year",361,2.96014004640701,11.35793209204,1.31835656196354,26.6547796230611,179,17615
"Pacific madrone","Arbutus menziesii",5,"50-84 cubic feet/acre/year",361,3.80831944925628,7.74847714195369,0.560333971804351,3.77656220621445,134,17615
"Pacific madrone","Arbutus menziesii",6,"20-49 cubic feet/acre/year",361,1.76706073523202,3.01298731063353,5.02284569115104,15.2692198521341,56,17615
"Pacific madrone","Arbutus menziesii",7,"0-19 cubic feet/acre/year",361,-0.435665613225509,-1.11511607288191,22.8787096178846,148.016626015498,16,12761
"Pacific silver fir","Abies amabilis",1,"225+ cubic feet/acre/year",11,8.02562577163264,19.6186707604825,14.3891560742782,98.3467629855844,31,7186
"Pacific silver fir","Abies amabilis",2,"165-224 cubic feet/acre/year",11,8.90435818615391,72.508924514456,2.40326008995881,236.162635449453,227,20188
"Pacific silver fir","Abies amabilis",3,"120-164 cubic feet/acre/year",11,7.62679853208043,79.7551045841777,0.914180779186657,225.166341743343,371,20477
"Pacific silver fir","Abies amabilis",4,"85-119 cubic feet/acre/year",11,0.751280916460914,8.27809882157555,8.2523393147605,991.742262335375,324,20477
"Pacific silver fir","Abies amabilis",5,"50-84 cubic feet/acre/year",11,0.735070072815999,7.30300017117111,1.36055675184725,136.400093867901,281,20477
"Pacific silver fir","Abies amabilis",6,"20-49 cubic feet/acre/year",11,-0.0838795635469463,-0.603954161360318,1.92698778288151,99.9004752449209,163,20477
"Pacific silver fir","Abies amabilis",7,"0-19 cubic feet/acre/year",11,3.60754774974439,17.4553455002016,3.84954481312438,102.567339180433,57,20477
"Pacific yew","Taxus brevifolia",1,"225+ cubic feet/acre/year",231,3.44723533589045,0.259616209521902,5.50756728625111,0.037268721642433,2,7186
"Pacific yew","Taxus brevifolia",2,"165-224 cubic feet/acre/year",231,0.610998480100986,0.0730960230396604,3.86627544894756,0.0573177179020854,34,20236
"Pacific yew","Taxus brevifolia",3,"120-164 cubic feet/acre/year",231,-1.70257145808051,-0.706340381251456,2.6534041104861,0.451675146304468,131,20477
"Pacific yew","Taxus brevifolia",4,"85-119 cubic feet/acre/year",231,3.49895526171279,1.37960918729746,3.45426221155286,0.635878230984066,99,20236
"Pacific yew","Taxus brevifolia",5,"50-84 cubic feet/acre/year",231,1.74306225203928,0.178219133581364,1.44190809482226,0.0172504764762359,52,19947
"Pacific yew","Taxus brevifolia",6,"20-49 cubic feet/acre/year",231,0.345875196137241,0.0171815355495891,3.26906821833297,0.00818637382727679,20,20188
"Pacific yew","Taxus brevifolia",7,"0-19 cubic feet/acre/year",231,3.08486597452943,0.0104204562157902,-2.30918063113119e-15,0.000111681628704536,2,8776
"paper birch","Betula papyrifera",2,"165-224 cubic feet/acre/year",375,9.78544909634772,1.74733721767923,35.3463586706429,3.27194508158785,8,4565
"paper birch","Betula papyrifera",3,"120-164 cubic feet/acre/year",375,0.42718534358746,0.114804519689994,7.50520538646764,0.50336229494164,20,7186
"paper birch","Betula papyrifera",4,"85-119 cubic feet/acre/year",375,-6.66180138822744,-5.29996435417615,1.77419672528584,3.02246034069116,43,13341
"paper birch","Betula papyrifera",5,"50-84 cubic feet/acre/year",375,-6.87681038780336,-1.9453420728122,21.9342855632315,2.46298625771052,32,7186
"paper birch","Betula papyrifera",6,"20-49 cubic feet/acre/year",375,-4.64088876675626,-0.73744995835228,52.5414505669374,1.07331297822756,6,7186
"paper birch","Betula papyrifera",7,"0-19 cubic feet/acre/year",375,5.08719733848,0.0934409597877812,0,0.00947094436283734,1,2621
"ponderosa pine","Pinus ponderosa",1,"225+ cubic feet/acre/year",122,21.9886289281203,0.685847032267495,0,0.504567849968302,1,2621
"ponderosa pine","Pinus ponderosa",2,"165-224 cubic feet/acre/year",122,-4.75697317250044,-1.09339571176814,239.603562631913,12.4398723476727,17,19947
